activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,651877,[],CHEMBL817289,Inhibitory activity against human tryptase,B,,,BAO_0000190,BAO_0000224,protein format,O=C(O)[C@@H]1[C@@H](CC2CCNCC2)C(=O)N1C(=O)N1CCN(C(=O)Cc2ccc3c(c2)CCCC3)CC1,,,CHEMBL1147563,Bioorg. Med. Chem. Lett.,2004,"{'bei': '15.15', 'le': '0.29', 'lle': '5.85', 'sei': '6.82'}",CHEMBL303829,,CHEMBL303829,7.52,False,http://www.openphacts.org/units/Nanomolar,127422,=,1,True,=,,IC50,nM,,30.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.03
,653022,[],CHEMBL817289,Inhibitory activity against human tryptase,B,,,BAO_0000190,BAO_0000224,protein format,O=C1CC[C@@H](C(=O)N2CCN(C(=O)N3C(=O)[C@H](CC4CCNCC4)[C@H]3C(=O)O)CC2)N1,,,CHEMBL1147563,Bioorg. Med. Chem. Lett.,2004,"{'bei': '15.55', 'le': '0.30', 'lle': '7.94', 'sei': '4.86'}",CHEMBL70533,,CHEMBL70533,6.77,False,http://www.openphacts.org/units/Nanomolar,127426,=,1,True,=,,IC50,nM,,170.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.17
,653024,[],CHEMBL817289,Inhibitory activity against human tryptase,B,,,BAO_0000190,BAO_0000224,protein format,O=C(O)[C@@H]1[C@@H](CC2CCNCC2)C(=O)N1C(=O)N1CCN(C(=O)CCCCCCc2cccc3ccccc23)CC1,,,CHEMBL1147563,Bioorg. Med. Chem. Lett.,2004,"{'bei': '15.99', 'le': '0.30', 'lle': '5.10', 'sei': '8.16'}",CHEMBL72708,,CHEMBL72708,9.00,False,http://www.openphacts.org/units/Nanomolar,127407,=,1,True,=,,IC50,nM,,1.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.001
,654106,[],CHEMBL817289,Inhibitory activity against human tryptase,B,,,BAO_0000190,BAO_0000224,protein format,O=C(O)[C@@H]1[C@@H](CC2CCNCC2)C(=O)N1C(=O)N1CCN(C(=O)Cc2ccc3ccccc3c2)CC1,,,CHEMBL1147563,Bioorg. Med. Chem. Lett.,2004,"{'bei': '14.53', 'le': '0.27', 'lle': '5.20', 'sei': '6.49'}",CHEMBL72238,,CHEMBL72238,7.16,False,http://www.openphacts.org/units/Nanomolar,127423,=,1,True,=,,IC50,nM,,70.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.07
,654108,[],CHEMBL817289,Inhibitory activity against human tryptase,B,,,BAO_0000190,BAO_0000224,protein format,O=C(O)[C@@H]1[C@@H](CC2CCNCC2)C(=O)N1C(=O)N1CCN(C(=O)c2ccccc2CCc2ccccc2)CC1,,,CHEMBL1147563,Bioorg. Med. Chem. Lett.,2004,"{'bei': '12.87', 'le': '0.24', 'lle': '4.20', 'sei': '6.22'}",CHEMBL311165,,CHEMBL311165,6.85,False,http://www.openphacts.org/units/Nanomolar,127395,=,1,True,=,,IC50,nM,,140.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.14
,654110,[],CHEMBL817289,Inhibitory activity against human tryptase,B,,,BAO_0000190,BAO_0000224,protein format,O=C(O)[C@@H]1[C@@H](CC2CCNCC2)C(=O)N1C(=O)N1CCN(C(=O)CCCCCc2ccccc2)CC1,,,CHEMBL1147563,Bioorg. Med. Chem. Lett.,2004,"{'bei': '18.05', 'le': '0.34', 'lle': '6.64', 'sei': '8.16'}",CHEMBL70350,,CHEMBL70350,9.00,True,http://www.openphacts.org/units/Nanomolar,127388,=,1,True,=,,IC50,nM,,1.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.001
,654119,[],CHEMBL817289,Inhibitory activity against human tryptase,B,,,BAO_0000190,BAO_0000224,protein format,O=C(O)[C@@H]1[C@@H](CC2CCNCC2)C(=O)N1C(=O)N1CCN(C(=O)CCCCCc2ccc3ccccc3c2)CC1,,,CHEMBL1147563,Bioorg. Med. Chem. Lett.,2004,"{'bei': '16.40', 'le': '0.31', 'lle': '5.49', 'sei': '8.16'}",CHEMBL304359,,CHEMBL304359,9.00,False,http://www.openphacts.org/units/Nanomolar,127408,=,1,True,=,,IC50,nM,,1.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.001
,656544,[],CHEMBL817289,Inhibitory activity against human tryptase,B,,,BAO_0000190,BAO_0000224,protein format,CC1=NN(c2ccc(C(=O)N3CCN(C(=O)N4C(=O)[C@H](CC5CCNCC5)[C@H]4C(=O)O)CC3)cc2)C(=O)C1,,,CHEMBL1147563,Bioorg. Med. Chem. Lett.,2004,"{'bei': '12.24', 'le': '0.23', 'lle': '5.44', 'sei': '4.49'}",CHEMBL423308,,CHEMBL423308,6.42,False,http://www.openphacts.org/units/Nanomolar,127393,=,1,True,=,,IC50,nM,,380.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.38
,656546,[],CHEMBL817289,Inhibitory activity against human tryptase,B,,,BAO_0000190,BAO_0000224,protein format,O=C(O)[C@@H]1[C@@H](CC2CCNCC2)C(=O)N1C(=O)N1CCN(C(=O)CCCC2CCCCC2)CC1,,,CHEMBL1147563,Bioorg. Med. Chem. Lett.,2004,"{'bei': '15.99', 'le': '0.31', 'lle': '5.32', 'sei': '6.91'}",CHEMBL424047,,CHEMBL424047,7.62,False,http://www.openphacts.org/units/Nanomolar,127390,=,1,True,=,,IC50,nM,,24.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.024
,658118,[],CHEMBL873894,Compound was tested for inhibition of human mast cell tryptase,B,,,BAO_0000190,BAO_0000224,protein format,COc1ccc(CNC(=O)CCCC(=O)OCN2C(=O)c3ccccc3S2(=O)=O)cc1,,,CHEMBL1132052,Bioorg. Med. Chem. Lett.,1999,"{'bei': '14.26', 'le': '0.28', 'lle': '4.54', 'sei': '5.35'}",CHEMBL157487,,CHEMBL157487,6.37,False,http://www.openphacts.org/units/Nanomolar,312101,=,1,True,=,,IC50,nM,,430.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.43
,659032,[],CHEMBL817289,Inhibitory activity against human tryptase,B,,,BAO_0000190,BAO_0000224,protein format,O=C(O)[C@@H]1[C@@H](CC2CCNCC2)C(=O)N1C(=O)N1CCN(C(=O)c2ccc(Oc3ccccc3)cc2)CC1,,,CHEMBL1147563,Bioorg. Med. Chem. Lett.,2004,"{'bei': '15.66', 'le': '0.29', 'lle': '5.49', 'sei': '6.82'}",CHEMBL431557,,CHEMBL431557,8.15,False,http://www.openphacts.org/units/Nanomolar,127417,=,1,True,=,,IC50,nM,,7.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.007
,659035,[],CHEMBL817289,Inhibitory activity against human tryptase,B,,,BAO_0000190,BAO_0000224,protein format,N=C(N)N1CCC[C@H](C[C@H]2C(=O)N(C(=O)N3CCN(C(=O)CCCCCc4ccccc4)CC3)[C@@H]2C(=O)O)C1,,,CHEMBL1147563,Bioorg. Med. Chem. Lett.,2004,"{'bei': '16.22', 'le': '0.31', 'lle': '6.81', 'sei': '5.79'}",CHEMBL303437,,CHEMBL303437,8.77,False,http://www.openphacts.org/units/Nanomolar,127406,=,1,True,=,,IC50,nM,,1.7,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,1.7
,660236,[],CHEMBL817289,Inhibitory activity against human tryptase,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)(C)NC(=O)N1CCN(C(=O)N2C(=O)[C@H](CCCN=C(N)N)[C@H]2C(=O)O)CC1,,,CHEMBL1147563,Bioorg. Med. Chem. Lett.,2004,"{'bei': '19.74', 'le': '0.38', 'lle': '9.20', 'sei': '4.81'}",CHEMBL71037,,CHEMBL71037,8.40,True,http://www.openphacts.org/units/Nanomolar,127387,=,1,True,=,,IC50,nM,,4.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.004
,661418,[],CHEMBL817289,Inhibitory activity against human tryptase,B,,,BAO_0000190,BAO_0000224,protein format,O=C(O)[C@@H]1[C@@H](CC2CCNCC2)C(=O)N1C(=O)N1CCN(C(=O)Cc2ccc3c(c2)OCO3)CC1,,,CHEMBL1147563,Bioorg. Med. Chem. Lett.,2004,"{'bei': '14.92', 'le': '0.28', 'lle': '6.74', 'sei': '5.64'}",CHEMBL74179,,CHEMBL74179,7.26,False,http://www.openphacts.org/units/Nanomolar,127421,=,1,True,=,,IC50,nM,,55.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.055
,661420,[],CHEMBL817289,Inhibitory activity against human tryptase,B,,,BAO_0000190,BAO_0000224,protein format,O=C(O)[C@@H]1[C@@H](CC2CCNCC2)C(=O)N1C(=O)N1CCN(C(=O)c2ccccc2Oc2ccccc2)CC1,,,CHEMBL1147563,Bioorg. Med. Chem. Lett.,2004,"{'bei': '13.29', 'le': '0.25', 'lle': '4.26', 'sei': '5.79'}",CHEMBL71121,,CHEMBL71121,6.92,False,http://www.openphacts.org/units/Nanomolar,127410,=,1,True,=,,IC50,nM,,120.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.12
,661422,[],CHEMBL817289,Inhibitory activity against human tryptase,B,,,BAO_0000190,BAO_0000224,protein format,O=C(O)[C@@H]1[C@@H](CC2CCNCC2)C(=O)N1C(=O)N1CCN(C(=O)CCCCc2ccccc2)CC1,,,CHEMBL1147563,Bioorg. Med. Chem. Lett.,2004,"{'bei': '16.97', 'le': '0.32', 'lle': '6.26', 'sei': '7.46'}",CHEMBL305738,,CHEMBL305738,8.22,False,http://www.openphacts.org/units/Nanomolar,127389,=,1,True,=,,IC50,nM,,6.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.006
,664102,[],CHEMBL817289,Inhibitory activity against human tryptase,B,,,BAO_0000190,BAO_0000224,protein format,O=C(O)[C@@H]1[C@@H](CC2CCNCC2)C(=O)N1C(=O)N1CCN(C(=O)c2cc3ccccc3o2)CC1,,,CHEMBL1147563,Bioorg. Med. Chem. Lett.,2004,"{'bei': '16.39', 'le': '0.31', 'lle': '6.07', 'sei': '6.22'}",CHEMBL306488,,CHEMBL306488,7.68,False,http://www.openphacts.org/units/Nanomolar,127428,=,1,True,=,,IC50,nM,,21.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.021
,664104,[],CHEMBL817289,Inhibitory activity against human tryptase,B,,,BAO_0000190,BAO_0000224,protein format,O=C(O)[C@@H]1[C@@H](CC2CCNCC2)C(=O)N1C(=O)N1CCN(C(=O)Cc2ccc(CCCc3ccccc3)cc2)CC1,,,CHEMBL1147563,Bioorg. Med. Chem. Lett.,2004,"{'bei': '14.35', 'le': '0.27', 'lle': '5.08', 'sei': '7.30'}",CHEMBL72520,,CHEMBL72520,8.05,False,http://www.openphacts.org/units/Nanomolar,127412,=,1,True,=,,IC50,nM,,9.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.009
,664107,[],CHEMBL817289,Inhibitory activity against human tryptase,B,,,BAO_0000190,BAO_0000224,protein format,O=C(O)[C@@H]1[C@@H](CC2CCNCC2)C(=O)N1C(=O)N1CCN(C(=O)CCCc2nc(-c3ccc(Cl)cc3)no2)CC1,,,CHEMBL1147563,Bioorg. Med. Chem. Lett.,2004,"{'bei': '14.49', 'le': '0.28', 'lle': '6.02', 'sei': '5.56'}",CHEMBL70766,,CHEMBL70766,8.30,False,http://www.openphacts.org/units/Nanomolar,127399,=,1,True,=,,IC50,nM,,5.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.005
,666572,[],CHEMBL817289,Inhibitory activity against human tryptase,B,,,BAO_0000190,BAO_0000224,protein format,Cc1onc(-c2ccccc2)c1C(=O)N1CCN(C(=O)N2C(=O)[C@H](CC3CCNCC3)[C@H]2C(=O)O)CC1,,,CHEMBL1147563,Bioorg. Med. Chem. Lett.,2004,"{'bei': '12.83', 'le': '0.24', 'lle': '4.71', 'sei': '4.80'}",CHEMBL309576,,CHEMBL309576,6.54,False,http://www.openphacts.org/units/Nanomolar,127425,=,1,True,=,,IC50,nM,,290.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.29
,666574,[],CHEMBL817289,Inhibitory activity against human tryptase,B,,,BAO_0000190,BAO_0000224,protein format,O=C(O)[C@@H]1[C@@H](CC2CCNCC2)C(=O)N1C(=O)N1CCN(C(=O)Cc2ccc(OCc3ccccc3)cc2)CC1,,,CHEMBL1147563,Bioorg. Med. Chem. Lett.,2004,"{'bei': '16.40', 'le': '0.31', 'lle': '6.63', 'sei': '7.53'}",CHEMBL69394,,CHEMBL69394,9.00,False,http://www.openphacts.org/units/Nanomolar,127414,=,1,True,=,,IC50,nM,,1.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.001
,669121,[],CHEMBL817289,Inhibitory activity against human tryptase,B,,,BAO_0000190,BAO_0000224,protein format,O=C(O)[C@@H]1[C@@H](CC2CCNCC2)C(=O)N1C(=O)N1CCN(C(=O)c2ccc3ccccc3n2)CC1,,,CHEMBL1147563,Bioorg. Med. Chem. Lett.,2004,"{'bei': '14.51', 'le': '0.27', 'lle': '5.55', 'sei': '5.65'}",CHEMBL71377,,CHEMBL71377,6.96,False,http://www.openphacts.org/units/Nanomolar,127429,=,1,True,=,,IC50,nM,,110.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.11
,670298,[],CHEMBL817289,Inhibitory activity against human tryptase,B,,,BAO_0000190,BAO_0000224,protein format,O=C(O)[C@@H]1[C@@H](CC2CCNCC2)C(=O)N1C(=O)N1CCN(C(=O)c2ccc3ccccc3c2)CC1,,,CHEMBL1147563,Bioorg. Med. Chem. Lett.,2004,"{'bei': '15.72', 'le': '0.29', 'lle': '5.50', 'sei': '6.82'}",CHEMBL419443,,CHEMBL419443,7.52,False,http://www.openphacts.org/units/Nanomolar,127424,=,1,True,=,,IC50,nM,,30.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.03
,987086,[],CHEMBL817288,Inhibitory activity of compound against human tryptase was determined,B,,,BAO_0000190,BAO_0000224,protein format,O=C(O)[C@@H]1[C@@H](CC2CCNCC2)C(=O)N1C(=O)Nc1ccccc1,,,CHEMBL1147562,Bioorg. Med. Chem. Lett.,2004,"{'bei': '20.62', 'le': '0.39', 'lle': '5.31', 'sei': '6.92'}",CHEMBL305950,,CHEMBL305950,6.83,False,http://www.openphacts.org/units/Nanomolar,126819,=,1,True,=,,IC50,nM,,147.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,147.0
,987087,[],CHEMBL817288,Inhibitory activity of compound against human tryptase was determined,B,,,BAO_0000190,BAO_0000224,protein format,O=C(O)[C@@H]1[C@@H](CC2CCNCC2)C(=O)N1C(=O)N1CCN(C(=O)CCCCCc2ccccc2)CC1,,,CHEMBL1147562,Bioorg. Med. Chem. Lett.,2004,"{'bei': '18.05', 'le': '0.34', 'lle': '6.64', 'sei': '8.16'}",CHEMBL70350,,CHEMBL70350,9.00,False,http://www.openphacts.org/units/Nanomolar,126808,=,1,True,=,,IC50,nM,,1.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,1.0
,987090,[],CHEMBL817288,Inhibitory activity of compound against human tryptase was determined,B,,,BAO_0000190,BAO_0000224,protein format,O=C(O)[C@@H]1[C@@H](CCC2CCCNC2)C(=O)N1C(=O)N1CCN(C(=O)CCCCCc2ccccc2)CC1,,,CHEMBL1147562,Bioorg. Med. Chem. Lett.,2004,"{'bei': '17.06', 'le': '0.32', 'lle': '5.99', 'sei': '7.93'}",CHEMBL306448,,CHEMBL306448,8.74,False,http://www.openphacts.org/units/Nanomolar,126806,=,1,True,=,,IC50,nM,,1.8,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,1.8
,987103,[],CHEMBL817288,Inhibitory activity of compound against human tryptase was determined,B,,,BAO_0000190,BAO_0000224,protein format,N=C(N)N1CCC[C@H](C[C@H]2C(=O)N(C(=O)N3CCN(C(=O)CCCCCc4ccccc4)CC3)[C@@H]2C(=O)O)C1,,,CHEMBL1147562,Bioorg. Med. Chem. Lett.,2004,,CHEMBL303437,,CHEMBL303437,,False,http://www.openphacts.org/units/Nanomolar,126805,<,1,True,<,,IC50,nM,,1.7,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,1.7
,990708,[],CHEMBL817288,Inhibitory activity of compound against human tryptase was determined,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](CC3CCCNC3)[C@H]2C(=O)O)CC1)C(C)C,,,CHEMBL1147562,Bioorg. Med. Chem. Lett.,2004,"{'bei': '10.17', 'le': '0.20', 'lle': '2.91', 'sei': '3.97'}",CHEMBL70665,,CHEMBL70665,4.75,False,http://www.openphacts.org/units/Nanomolar,126815,=,1,True,=,,IC50,nM,,17899.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,17899.0
,991927,[],CHEMBL817288,Inhibitory activity of compound against human tryptase was determined,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](CCCCN)[C@H]2C(=O)O)CC1)C(C)C,,,CHEMBL1147562,Bioorg. Med. Chem. Lett.,2004,"{'bei': '18.51', 'le': '0.36', 'lle': '6.57', 'sei': '6.11'}",CHEMBL441447,,CHEMBL441447,8.15,False,http://www.openphacts.org/units/Nanomolar,126800,=,1,True,=,,IC50,nM,,7.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,7.0
,992927,[],CHEMBL817288,Inhibitory activity of compound against human tryptase was determined,B,,,BAO_0000190,BAO_0000224,protein format,NCCCC[C@H]1C(=O)N(C(=O)N2CCN(C(=O)CCCCCc3ccccc3)CC2)[C@@H]1C(=O)O,,,CHEMBL1147562,Bioorg. Med. Chem. Lett.,2004,,CHEMBL72282,,CHEMBL72282,,False,http://www.openphacts.org/units/Nanomolar,126807,<,1,True,<,,IC50,nM,,1.7,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,1.7
,994197,[],CHEMBL817288,Inhibitory activity of compound against human tryptase was determined,B,,,BAO_0000190,BAO_0000224,protein format,N=C(N)N1CCC(C[C@H]2C(=O)N(C(=O)Nc3ccccc3)[C@@H]2C(=O)O)CC1,,,CHEMBL1147562,Bioorg. Med. Chem. Lett.,2004,"{'bei': '16.84', 'le': '0.32', 'lle': '5.16', 'sei': '4.50'}",CHEMBL307089,,CHEMBL307089,6.29,False,http://www.openphacts.org/units/Nanomolar,126798,=,1,True,=,,IC50,nM,,515.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,515.0
,994198,[],CHEMBL817288,Inhibitory activity of compound against human tryptase was determined,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](CCCCCN)[C@H]2C(=O)O)CC1)C(C)C,,,CHEMBL1147562,Bioorg. Med. Chem. Lett.,2004,"{'bei': '16.43', 'le': '0.32', 'lle': '5.50', 'sei': '5.60'}",CHEMBL70666,,CHEMBL70666,7.47,False,http://www.openphacts.org/units/Nanomolar,126816,=,1,True,=,,IC50,nM,,34.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,34.0
,994199,[],CHEMBL817288,Inhibitory activity of compound against human tryptase was determined,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](Cc3ccc(N)nc3)[C@H]2C(=O)O)CC1)C(C)C,,,CHEMBL1147562,Bioorg. Med. Chem. Lett.,2004,"{'bei': '12.57', 'le': '0.24', 'lle': '4.31', 'sei': '4.08'}",CHEMBL70619,,CHEMBL70619,5.98,False,http://www.openphacts.org/units/Nanomolar,126812,=,1,True,=,,IC50,nM,,1053.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,1053.0
,996834,[],CHEMBL817288,Inhibitory activity of compound against human tryptase was determined,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](Cc3cccc(CN)c3)[C@H]2C(=O)O)CC1)C(C)C,,,CHEMBL1147562,Bioorg. Med. Chem. Lett.,2004,"{'bei': '15.80', 'le': '0.30', 'lle': '5.57', 'sei': '5.78'}",CHEMBL306696,,CHEMBL306696,7.72,False,http://www.openphacts.org/units/Nanomolar,126809,=,1,True,=,,IC50,nM,,19.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,19.0
,1000405,[],CHEMBL817288,Inhibitory activity of compound against human tryptase was determined,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](CC3CCNC3)[C@H]2C(=O)O)CC1)C(C)C,,,CHEMBL1147562,Bioorg. Med. Chem. Lett.,2004,"{'bei': '12.34', 'le': '0.24', 'lle': '4.13', 'sei': '4.67'}",CHEMBL308015,,CHEMBL308015,5.58,False,http://www.openphacts.org/units/Nanomolar,126802,=,1,True,=,,IC50,nM,,2605.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,2605.0
,1005526,[],CHEMBL817288,Inhibitory activity of compound against human tryptase was determined,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](Cc3ccnc(N)c3)[C@H]2C(=O)O)CC1)C(C)C,,,CHEMBL1147562,Bioorg. Med. Chem. Lett.,2004,"{'bei': '15.17', 'le': '0.29', 'lle': '5.54', 'sei': '4.93'}",CHEMBL422412,,CHEMBL422412,7.21,False,http://www.openphacts.org/units/Nanomolar,126811,=,1,True,=,,IC50,nM,,61.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,61.0
,1007910,[],CHEMBL817288,Inhibitory activity of compound against human tryptase was determined,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)(C)CNC(=O)N1CCN(C(=O)N2C(=O)[C@H](CC3CCNCC3)[C@H]2C(=O)O)CC1,,,CHEMBL1147562,Bioorg. Med. Chem. Lett.,2004,"{'bei': '17.19', 'le': '0.33', 'lle': '6.74', 'sei': '6.15'}",CHEMBL308109,,CHEMBL308109,7.52,False,http://www.openphacts.org/units/Nanomolar,126821,=,1,True,=,,IC50,nM,,30.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,30.0
,1014084,[],CHEMBL817288,Inhibitory activity of compound against human tryptase was determined,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](CCCCN=C(N)N)[C@H]2C(=O)O)CC1)C(C)C,,,CHEMBL1147562,Bioorg. Med. Chem. Lett.,2004,"{'bei': '15.35', 'le': '0.30', 'lle': '6.51', 'sei': '4.31'}",CHEMBL70964,,CHEMBL70964,7.41,False,http://www.openphacts.org/units/Nanomolar,126817,=,1,True,=,,IC50,nM,,39.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,39.0
,1014085,[],CHEMBL817288,Inhibitory activity of compound against human tryptase was determined,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](Cc3ccc(CN)cc3)[C@H]2C(=O)O)CC1)C(C)C,,,CHEMBL1147562,Bioorg. Med. Chem. Lett.,2004,"{'bei': '13.66', 'le': '0.26', 'lle': '4.53', 'sei': '5.00'}",CHEMBL430999,,CHEMBL430999,6.68,False,http://www.openphacts.org/units/Nanomolar,126810,=,1,True,=,,IC50,nM,,211.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,211.0
,1014086,[],CHEMBL817288,Inhibitory activity of compound against human tryptase was determined,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)(C)NC(=O)N1CCN(C(=O)N2C(=O)[C@H](CCCN=C(N)N)[C@H]2C(=O)O)CC1,,,CHEMBL1147562,Bioorg. Med. Chem. Lett.,2004,"{'bei': '19.74', 'le': '0.38', 'lle': '9.20', 'sei': '4.81'}",CHEMBL71037,,CHEMBL71037,8.40,False,http://www.openphacts.org/units/Nanomolar,126803,=,1,True,=,,IC50,nM,,4.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,4.0
