activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,1015591,[],CHEMBL817288,Inhibitory activity of compound against human tryptase was determined,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](CCCN=C(N)N)[C@H]2C(=O)O)CC1)C(C)C,,,CHEMBL1147562,Bioorg. Med. Chem. Lett.,2004,"{'bei': '17.92', 'le': '0.35', 'lle': '7.89', 'sei': '4.89'}",CHEMBL302058,,CHEMBL302058,8.40,False,http://www.openphacts.org/units/Nanomolar,126818,=,1,True,=,,IC50,nM,,4.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,4.0
,1018249,[],CHEMBL817288,Inhibitory activity of compound against human tryptase was determined,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](CCC3CCNCC3)[C@H]2C(=O)O)CC1)C(C)C,,,CHEMBL1147562,Bioorg. Med. Chem. Lett.,2004,"{'bei': '12.31', 'le': '0.24', 'lle': '3.69', 'sei': '4.95'}",CHEMBL273331,,CHEMBL273331,5.92,False,http://www.openphacts.org/units/Nanomolar,126813,=,1,True,=,,IC50,nM,,1214.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,1214.0
,1023219,[],CHEMBL817288,Inhibitory activity of compound against human tryptase was determined,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](CC3CCNCC3)[C@H]2C(=O)O)CC1)C(C)C,,,CHEMBL1147562,Bioorg. Med. Chem. Lett.,2004,"{'bei': '16.16', 'le': '0.31', 'lle': '5.70', 'sei': '6.31'}",CHEMBL72279,,CHEMBL72279,7.54,False,http://www.openphacts.org/units/Nanomolar,126820,=,1,True,=,,IC50,nM,,29.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,29.0
,1024513,[],CHEMBL817288,Inhibitory activity of compound against human tryptase was determined,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](CCCCCCN)[C@H]2C(=O)O)CC1)C(C)C,,,CHEMBL1147562,Bioorg. Med. Chem. Lett.,2004,"{'bei': '15.99', 'le': '0.31', 'lle': '5.13', 'sei': '5.61'}",CHEMBL70529,,CHEMBL70529,7.50,False,http://www.openphacts.org/units/Nanomolar,126801,=,1,True,=,,IC50,nM,,32.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,32.0
,1024514,[],CHEMBL817288,Inhibitory activity of compound against human tryptase was determined,B,,,BAO_0000190,BAO_0000224,protein format,N=C(N)N1CCC[C@@H](C[C@H]2C(=O)N(C(=O)N3CCN(C(=O)CCCCCc4ccccc4)CC3)[C@@H]2C(=O)O)C1,,,CHEMBL1147562,Bioorg. Med. Chem. Lett.,2004,,CHEMBL70738,,CHEMBL70738,,False,http://www.openphacts.org/units/Nanomolar,126804,<,1,True,<,,IC50,nM,,1.7,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,1.7
,1025648,[],CHEMBL817288,Inhibitory activity of compound against human tryptase was determined,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](CCCN)[C@H]2C(=O)O)CC1)C(C)C,,,CHEMBL1147562,Bioorg. Med. Chem. Lett.,2004,,CHEMBL303827,,CHEMBL303827,,False,http://www.openphacts.org/units/Nanomolar,126799,>,1,True,>,,IC50,nM,,33000.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,33000.0
,1028110,[],CHEMBL817290,Inhibitory activity was measured against human mast cell tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,O=C(CCc1ccccc1)Nc1ccc(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)cc1,,,CHEMBL1131519,J. Med. Chem.,1998,"{'bei': '14.57', 'le': '0.28', 'lle': '3.55', 'sei': '6.16'}",CHEMBL144576,,CHEMBL144576,6.77,False,http://www.openphacts.org/units/Nanomolar,281704,=,1,True,=,,IC50,nM,,170.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.17
,1028111,[],CHEMBL817290,Inhibitory activity was measured against human mast cell tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)(C)OC(=O)N(C(=O)OCN1C(=O)c2ccccc2S1(=O)=O)[C@H](CCCCNC(=O)OCc1ccccc1)C(=O)O,,,CHEMBL1131519,J. Med. Chem.,1998,"{'bei': '7.93', 'le': '0.16', 'lle': '1.20', 'sei': '2.64'}",CHEMBL357689,,CHEMBL357689,4.91,False,http://www.openphacts.org/units/Nanomolar,281700,=,1,True,=,,IC50,nM,,12200.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,12.2
,1029540,[],CHEMBL817290,Inhibitory activity was measured against human mast cell tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,C[C@H](NC(=O)OCN1C(=O)c2ccccc2S1(=O)=O)C(=O)N(CC(=O)O)C(=O)OCc1ccccc1,,,CHEMBL1131519,J. Med. Chem.,1998,"{'bei': '9.38', 'le': '0.18', 'lle': '3.72', 'sei': '2.76'}",CHEMBL358761,,CHEMBL358761,4.87,False,http://www.openphacts.org/units/Nanomolar,281716,=,1,True,=,,IC50,nM,,13400.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,13.4
,1029541,[],CHEMBL817290,Inhibitory activity was measured against human mast cell tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,O=C(OCN1C(=O)c2ccccc2S1(=O)=O)c1ccc(OCCOc2ccccc2)cc1,,,CHEMBL1131519,J. Med. Chem.,1998,,CHEMBL144359,,CHEMBL144359,,False,http://www.openphacts.org/units/Nanomolar,281710,>,1,True,>,,IC50,nM,,33000.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,33.0
,1030680,[],CHEMBL817290,Inhibitory activity was measured against human mast cell tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,Nc1ccc(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)cc1,,,CHEMBL1131519,J. Med. Chem.,1998,,CHEMBL424493,,CHEMBL424493,,False,http://www.openphacts.org/units/Nanomolar,281712,>,1,True,>,,IC50,nM,,33000.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,33.0
,1033103,[],CHEMBL817290,Inhibitory activity was measured against human mast cell tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,O=C(CNC(=O)OCc1ccccc1)OCN1C(=O)c2ccccc2S1(=O)=O,,,CHEMBL1131519,J. Med. Chem.,1998,"{'bei': '12.76', 'le': '0.25', 'lle': '3.90', 'sei': '4.33'}",CHEMBL144648,,CHEMBL144648,5.16,False,http://www.openphacts.org/units/Nanomolar,281696,=,1,True,=,,IC50,nM,,6940.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,6.94
,1035695,[],CHEMBL817290,Inhibitory activity was measured against human mast cell tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)(C)OC(=O)N(C(=O)OCN1C(=O)c2ccccc2S1(=O)=O)[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)O,,,CHEMBL1131519,J. Med. Chem.,1998,"{'bei': '10.41', 'le': '0.20', 'lle': '2.74', 'sei': '3.47'}",CHEMBL343239,,CHEMBL343239,6.45,False,http://www.openphacts.org/units/Nanomolar,281715,=,1,True,=,,IC50,nM,,352.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.352
,1040380,[],CHEMBL817290,Inhibitory activity was measured against human mast cell tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)(C)OC(=O)NCCCCCC(=O)OCN1C(=O)c2ccccc2S1(=O)=O,,,CHEMBL1131519,J. Med. Chem.,1998,"{'bei': '12.36', 'le': '0.25', 'lle': '2.85', 'sei': '4.43'}",CHEMBL145238,,CHEMBL145238,5.27,False,http://www.openphacts.org/units/Nanomolar,281709,=,1,True,=,,IC50,nM,,5370.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,5.37
,1042613,[],CHEMBL817290,Inhibitory activity was measured against human mast cell tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,O=C(CCCCNC(=O)OCc1ccccc1)OCN1C(=O)c2ccccc2S1(=O)=O,,,CHEMBL1131519,J. Med. Chem.,1998,"{'bei': '15.59', 'le': '0.31', 'lle': '4.53', 'sei': '5.84'}",CHEMBL341885,,CHEMBL341885,6.96,False,http://www.openphacts.org/units/Nanomolar,281697,=,1,True,=,,IC50,nM,,110.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.11
,1045415,[],CHEMBL817290,Inhibitory activity was measured against human mast cell tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,O=C(NCc1ccc(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)cc1)Oc1ccccc1,,,CHEMBL1131519,J. Med. Chem.,1998,"{'bei': '13.29', 'le': '0.26', 'lle': '3.27', 'sei': '5.21'}",CHEMBL357829,,CHEMBL357829,6.20,False,http://www.openphacts.org/units/Nanomolar,281701,=,1,True,=,,IC50,nM,,630.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.63
,1047819,[],CHEMBL817290,Inhibitory activity was measured against human mast cell tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,O=C(O)CCN(C(=O)CCNC(=O)OCN1C(=O)c2ccccc2S1(=O)=O)C(=O)OCc1ccccc1,,,CHEMBL1131519,J. Med. Chem.,1998,,CHEMBL439808,,CHEMBL439808,,False,http://www.openphacts.org/units/Nanomolar,281707,>,1,True,>,,IC50,nM,,33000.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,33.0
,1049004,[],CHEMBL817290,Inhibitory activity was measured against human mast cell tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,O=C(NCCc1ccccc1)c1ccc(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)cc1,,,CHEMBL1131519,J. Med. Chem.,1998,"{'bei': '13.28', 'le': '0.26', 'lle': '3.55', 'sei': '5.62'}",CHEMBL144167,,CHEMBL144167,6.17,False,http://www.openphacts.org/units/Nanomolar,281703,=,1,True,=,,IC50,nM,,679.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.679
,1051368,[],CHEMBL817290,Inhibitory activity was measured against human mast cell tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,O=C(CCCCCNC(=O)OCc1ccccc1)OCN1C(=O)c2ccccc2S1(=O)=O,,,CHEMBL1131519,J. Med. Chem.,1998,"{'bei': '13.81', 'le': '0.27', 'lle': '3.54', 'sei': '5.34'}",CHEMBL143450,,CHEMBL143450,6.36,False,http://www.openphacts.org/units/Nanomolar,281699,=,1,True,=,,IC50,nM,,436.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.436
,1051369,[],CHEMBL817290,Inhibitory activity was measured against human mast cell tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,O=C(O)CCN(C(=O)CNC(=O)OCN1C(=O)c2ccccc2S1(=O)=O)C(=O)OCc1ccccc1,,,CHEMBL1131519,J. Med. Chem.,1998,"{'bei': '12.69', 'le': '0.25', 'lle': '5.44', 'sei': '3.73'}",CHEMBL356570,,CHEMBL356570,6.59,False,http://www.openphacts.org/units/Nanomolar,281708,=,1,True,=,,IC50,nM,,255.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.255
,1051370,[],CHEMBL817290,Inhibitory activity was measured against human mast cell tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,O=C(NCc1ccccc1)Nc1ccc(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)cc1,,,CHEMBL1131519,J. Med. Chem.,1998,"{'bei': '12.94', 'le': '0.25', 'lle': '3.05', 'sei': '4.94'}",CHEMBL144669,,CHEMBL144669,6.02,False,http://www.openphacts.org/units/Nanomolar,281714,=,1,True,=,,IC50,nM,,950.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.95
,1052602,[],CHEMBL817290,Inhibitory activity was measured against human mast cell tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,O=C(Nc1ccc(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)cc1)OCc1ccccc1,,,CHEMBL1131519,J. Med. Chem.,1998,"{'bei': '15.42', 'le': '0.30', 'lle': '3.80', 'sei': '6.04'}",CHEMBL144342,,CHEMBL144342,7.19,False,http://www.openphacts.org/units/Nanomolar,281705,=,1,True,=,,IC50,nM,,64.3,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.0643
,1053759,[],CHEMBL817290,Inhibitory activity was measured against human mast cell tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,O=C(CCCNC(=O)OCc1ccccc1)OCN1C(=O)c2ccccc2S1(=O)=O,,,CHEMBL1131519,J. Med. Chem.,1998,"{'bei': '14.93', 'le': '0.29', 'lle': '4.42', 'sei': '5.42'}",CHEMBL144312,,CHEMBL144312,6.46,False,http://www.openphacts.org/units/Nanomolar,281717,=,1,True,=,,IC50,nM,,349.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.349
,1056270,[],CHEMBL817290,Inhibitory activity was measured against human mast cell tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,O=C(O)CN(C(=O)CNC(=O)OCN1C(=O)c2ccccc2S1(=O)=O)C(=O)OCc1ccccc1,,,CHEMBL1131519,J. Med. Chem.,1998,"{'bei': '11.96', 'le': '0.24', 'lle': '5.29', 'sei': '3.42'}",CHEMBL144163,,CHEMBL144163,6.05,False,http://www.openphacts.org/units/Nanomolar,281698,=,1,True,=,,IC50,nM,,900.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.9
,1056271,[],CHEMBL817290,Inhibitory activity was measured against human mast cell tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,O=C(NCc1ccc(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)cc1)OCc1ccccc1,,,CHEMBL1131519,J. Med. Chem.,1998,"{'bei': '13.43', 'le': '0.26', 'lle': '3.38', 'sei': '5.42'}",CHEMBL144867,,CHEMBL144867,6.45,False,http://www.openphacts.org/units/Nanomolar,281711,=,1,True,=,,IC50,nM,,352.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.352
,1060025,[],CHEMBL817290,Inhibitory activity was measured against human mast cell tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,O=C(CCNC(=O)OCc1ccccc1)OCN1C(=O)c2ccccc2S1(=O)=O,,,CHEMBL1131519,J. Med. Chem.,1998,"{'bei': '14.50', 'le': '0.29', 'lle': '4.42', 'sei': '5.10'}",CHEMBL344560,,CHEMBL344560,6.07,False,http://www.openphacts.org/units/Nanomolar,281718,=,1,True,=,,IC50,nM,,854.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.854
,1060032,[],CHEMBL817290,Inhibitory activity was measured against human mast cell tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,O=C(Nc1cccc(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)c1)OCc1ccccc1,,,CHEMBL1131519,J. Med. Chem.,1998,,CHEMBL144711,,CHEMBL144711,,False,http://www.openphacts.org/units/Nanomolar,281706,>,1,True,>,,IC50,nM,,33000.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,33.0
,1064012,[],CHEMBL817290,Inhibitory activity was measured against human mast cell tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,O=C(Cc1ccccc1)NCc1ccc(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)cc1,,,CHEMBL1131519,J. Med. Chem.,1998,"{'bei': '14.81', 'le': '0.28', 'lle': '4.38', 'sei': '6.26'}",CHEMBL144603,,CHEMBL144603,6.88,False,http://www.openphacts.org/units/Nanomolar,281713,=,1,True,=,,IC50,nM,,132.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.132
,1065247,[],CHEMBL817290,Inhibitory activity was measured against human mast cell tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,O=C(NCc1ccc(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)cc1)Nc1ccccc1,,,CHEMBL1131519,J. Med. Chem.,1998,"{'bei': '14.62', 'le': '0.28', 'lle': '3.83', 'sei': '5.58'}",CHEMBL144166,,CHEMBL144166,6.80,False,http://www.openphacts.org/units/Nanomolar,281702,=,1,True,=,,IC50,nM,,157.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,uM,UO_0000065,,0.157
,1070622,[],CHEMBL697873,In vitro inhibition of human tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,N=C(N)NCCC[C@H]1C(=O)N(C(=O)N2CCN(C(=O)OCCc3ccccc3)CC2)[C@@H]1C(=O)O,,,CHEMBL1134957,Bioorg. Med. Chem. Lett.,2002,"{'bei': '19.29', 'le': '0.37', 'lle': '8.87', 'sei': '5.41'}",CHEMBL322538,,CHEMBL322538,9.15,False,http://www.openphacts.org/units/Nanomolar,206891,=,1,True,=,,IC50,nM,,0.7,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,0.7
,1072770,[],CHEMBL697873,In vitro inhibition of human tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)(C)OC(=O)N1CCN(C(=O)N2C(=O)[C@H](CCCN=C(N)N)[C@H]2C(=O)N2CCCCC2)CC1,,,CHEMBL1134957,Bioorg. Med. Chem. Lett.,2002,"{'bei': '17.27', 'le': '0.33', 'lle': '7.97', 'sei': '5.50'}",CHEMBL107493,,CHEMBL107493,8.52,False,http://www.openphacts.org/units/Nanomolar,206897,=,1,True,=,,IC50,nM,,3.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,3.0
,1076414,[],CHEMBL697873,In vitro inhibition of human tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)(C)OC(=O)N1CCN(C(=O)N2C(=O)[C@H](CCCN=C(N)N)[C@H]2C(=O)O)CC1,,,CHEMBL1134957,Bioorg. Med. Chem. Lett.,2002,"{'bei': '19.69', 'le': '0.38', 'lle': '8.78', 'sei': '4.89'}",CHEMBL321622,,CHEMBL321622,8.40,False,http://www.openphacts.org/units/Nanomolar,206893,=,1,True,=,,IC50,nM,,4.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,4.0
,1077635,[],CHEMBL697873,In vitro inhibition of human tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,CCN(CC)C(=O)N1CCN(C(=O)N2C(=O)[C@H](CCCN=C(N)N)[C@H]2C(=O)O)CC1,,,CHEMBL1134957,Bioorg. Med. Chem. Lett.,2002,"{'bei': '19.51', 'le': '0.38', 'lle': '9.15', 'sei': '5.00'}",CHEMBL109947,,CHEMBL109947,8.30,False,http://www.openphacts.org/units/Nanomolar,206889,=,1,True,=,,IC50,nM,,5.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,5.0
,1077643,[],CHEMBL697873,In vitro inhibition of human tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,CNC(=O)[C@@H]1[C@@H](CCCN=C(N)N)C(=O)N1C(=O)N1CCN(C(=O)OC(C)(C)C)CC1,,,CHEMBL1134957,Bioorg. Med. Chem. Lett.,2002,"{'bei': '20.83', 'le': '0.40', 'lle': '9.86', 'sei': '5.59'}",CHEMBL110061,,CHEMBL110061,9.15,False,http://www.openphacts.org/units/Nanomolar,206898,=,1,True,=,,IC50,nM,,0.7,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,0.7
,1085550,[],CHEMBL697873,In vitro inhibition of human tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,N=C(N)NCCC[C@H]1C(=O)N(C(=O)Nc2ccccc2)[C@@H]1C(=O)O,,,CHEMBL1134957,Bioorg. Med. Chem. Lett.,2002,"{'bei': '24.66', 'le': '0.47', 'lle': '7.83', 'sei': '5.53'}",CHEMBL320744,,CHEMBL320744,8.22,False,http://www.openphacts.org/units/Nanomolar,206882,=,1,True,=,,IC50,nM,,6.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,6.0
,1086579,[],CHEMBL697873,In vitro inhibition of human tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,N=C(N)NCCC[C@H]1C(=O)N(C(=O)NC2CCCCC2)[C@@H]1C(=O)O,,,CHEMBL1134957,Bioorg. Med. Chem. Lett.,2002,"{'bei': '22.82', 'le': '0.44', 'lle': '7.54', 'sei': '5.21'}",CHEMBL111141,,CHEMBL111141,7.75,False,http://www.openphacts.org/units/Nanomolar,206883,=,1,True,=,,IC50,nM,,18.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,18.0
,1087649,[],CHEMBL697873,In vitro inhibition of human tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,N=C(N)NCCC[C@H]1C(=O)N(C(=O)c2ccc(-c3ccccc3)cc2)[C@@H]1C(=O)O,,,CHEMBL1134957,Bioorg. Med. Chem. Lett.,2002,"{'bei': '22.82', 'le': '0.42', 'lle': '7.33', 'sei': '6.59'}",CHEMBL111250,,CHEMBL111250,9.00,False,http://www.openphacts.org/units/Nanomolar,206885,=,1,True,=,,IC50,nM,,1.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,1.0
,1087657,[],CHEMBL697873,In vitro inhibition of human tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,N=C(N)NCCC[C@H]1C(=O)N(C(=O)N2CCN(S(=O)(=O)c3ccccc3)CC2)[C@@H]1C(=O)O,,,CHEMBL1134957,Bioorg. Med. Chem. Lett.,2002,"{'bei': '16.90', 'le': '0.34', 'lle': '8.60', 'sei': '4.45'}",CHEMBL109602,,CHEMBL109602,7.89,False,http://www.openphacts.org/units/Nanomolar,206886,=,1,True,=,,IC50,nM,,13.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,13.0
,1087665,[],CHEMBL697873,In vitro inhibition of human tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)(C)CC(=O)N1CCN(C(=O)N2C(=O)[C@H](CCCN=C(N)N)[C@H]2C(=O)O)CC1,,,CHEMBL1134957,Bioorg. Med. Chem. Lett.,2002,"{'bei': '18.75', 'le': '0.36', 'lle': '8.31', 'sei': '4.89'}",CHEMBL109882,,CHEMBL109882,7.96,False,http://www.openphacts.org/units/Nanomolar,206896,=,1,True,=,,IC50,nM,,11.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,11.0
,1088805,[],CHEMBL697873,In vitro inhibition of human tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)(C)C(=O)N1CCN(C(=O)N2C(=O)[C@H](CCCN=C(N)N)[C@H]2C(=O)O)CC1,,,CHEMBL1134957,Bioorg. Med. Chem. Lett.,2002,"{'bei': '19.87', 'le': '0.38', 'lle': '8.89', 'sei': '5.01'}",CHEMBL326480,,CHEMBL326480,8.15,False,http://www.openphacts.org/units/Nanomolar,206888,=,1,True,=,,IC50,nM,,7.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,7.0
,1091011,[],CHEMBL697873,In vitro inhibition of human tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,N=C(N)NCCC[C@H]1C(=O)N(C(=O)Nc2ccccc2)[C@@H]1C(=O)O,,,CHEMBL1134957,Bioorg. Med. Chem. Lett.,2002,"{'bei': '15.81', 'le': '0.30', 'lle': '4.88', 'sei': '3.55'}",CHEMBL320744,,CHEMBL320744,5.27,False,http://www.openphacts.org/units/Nanomolar,206903,=,1,True,=,,IC50,nM,,5380.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,5380.0
,1092177,[],CHEMBL697873,In vitro inhibition of human tryptase.,B,,,BAO_0000190,BAO_0000224,protein format,N=C(N)NCCC[C@H]1C(=O)N(C(=O)c2ccccc2)[C@@H]1C(=O)O,,,CHEMBL1134957,Bioorg. Med. Chem. Lett.,2002,"{'bei': '25.27', 'le': '0.48', 'lle': None, 'sei': '5.89'}",CHEMBL111270,,CHEMBL111270,8.05,False,http://www.openphacts.org/units/Nanomolar,206884,=,1,True,=,,IC50,nM,,9.0,CHEMBL2095193,Homo sapiens,Tryptase,9606,,,IC50,nM,UO_0000065,,9.0
